customer_id,gender,age,senior_citizen,marital_status,dependents,city,state,signup_date,tenure_months,contract_type,subscription_plan,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,discount_percentage,lifetime_value,phone_service,multiple_lines,streaming_service,online_security,online_backup,tech_support,device_protection,support_tickets,complaints,avg_monthly_usage_gb,satisfaction_score,last_login_days_ago,churn,churn_date,churn_reason,competitor_offer,cancellation_channel,age_group,tenure_group,monthly_charge_group,support_ticket_group,satisfaction_group,customer_status,estimated_annual_revenue,estimated_revenue_at_risk
TC-14037,Female,41,0,Single,No,Denver,CO,2020-12-28,42,Two year,Basic,DSL,Mailed check,Yes,25.22,1052.16,15,894.34,Yes,Yes,Yes,No,No,No,No,0,1,154.7,4,23,No,,None,No,None,35–44,25–48 Months,Low,0,Low,Active,302.64,0.0
TC-14038,Female,71,1,Single,No,Atlanta,GA,2024-04-19,2,Month-to-month,Premium,DSL,Electronic check,No,99.96,218.89,0,218.89,Yes,No,Yes,No,Yes,No,Yes,4,1,328.5,6,58,No,,None,No,None,65+,0–6 Months,High,3–5,Medium,Active,1199.52,0.0
TC-14039,Female,35,0,Married,No,Austin,TX,2024-02-29,4,Month-to-month,Basic,Fiber optic,Mailed check,Yes,37.3,165.08,0,165.08,Yes,No,No,No,Yes,No,No,1,0,192.1,10,40,Yes,2024-06-28,Customer moved,No,Online Portal,35–44,0–6 Months,Low,1–2,High,Churned,447.6,447.6
TC-14040,Female,67,1,Married,No,Dallas,TX,2023-07-16,11,Two year,Standard,Fiber optic,Electronic check,No,62.3,695.61,10,626.05,Yes,Yes,No,No,No,No,Yes,1,1,337.4,4,19,No,,None,No,None,65+,7–12 Months,Medium,1–2,Low,Active,747.6,0.0
TC-14041,Male,63,0,Single,No,Los Angeles,CA,2024-05-13,1,Month-to-month,Premium,Fiber optic,Credit card,Yes,99.9,108.12,0,108.12,Yes,No,Yes,Yes,No,No,No,1,1,93.2,7,13,Yes,2024-06-12,Price too high,No,In-Person Store,55–64,0–6 Months,High,1–2,Medium,Churned,1198.8,1198.8
TC-14042,Female,65,1,Married,No,Denver,CO,2020-08-15,46,One year,Premium,DSL,Mailed check,Yes,104.37,4801.02,15,4080.87,Yes,No,No,No,No,No,No,2,1,327.2,6,21,No,,None,No,None,65+,25–48 Months,High,1–2,Medium,Active,1252.44,0.0
TC-14043,Female,50,0,Married,No,Seattle,WA,2023-04-13,14,Two year,Standard,Fiber optic,Mailed check,No,70.96,971.37,0,971.37,Yes,Yes,Yes,No,No,Yes,Yes,0,0,162.8,5,12,No,,None,No,None,45–54,13–24 Months,Medium,0,Medium,Active,851.52,0.0
TC-14044,Male,44,0,Single,No,Phoenix,AZ,2022-09-11,21,Two year,Standard,DSL,Mailed check,Yes,71.69,1525.37,5,1449.1,Yes,No,No,No,No,No,Yes,5,1,209.3,7,32,Yes,2024-06-02,Poor tech support,No,In-Person Store,35–44,13–24 Months,Medium,3–5,Medium,Churned,860.28,860.28
TC-14045,Male,18,0,Married,No,Atlanta,GA,2024-05-27,1,Two year,Basic,DSL,Mailed check,Yes,47.17,64.31,0,64.31,Yes,Yes,No,No,No,No,No,1,0,384.6,7,47,Yes,2024-06-26,Price too high,Yes,Email,Under 25,0–6 Months,Medium,1–2,Medium,Churned,566.04,566.04
TC-14046,Male,76,1,Single,No,Austin,TX,2020-06-28,48,Month-to-month,Basic,DSL,Electronic check,No,35.63,1695.64,0,1695.64,No,No phone service,Yes,No,No,No,No,1,0,620.9,8,28,No,,None,No,None,65+,25–48 Months,Low,1–2,High,Active,427.56,0.0
TC-14047,Female,27,0,Married,No,Dallas,TX,2018-06-18,72,Two year,Premium,Fiber optic,Mailed check,Yes,96.03,6917.22,10,6225.5,No,No phone service,Yes,Yes,No,No,Yes,1,0,220.2,7,41,No,,None,No,None,25–34,49+ Months,High,1–2,Medium,Active,1152.36,0.0
TC-14048,Female,42,0,Single,No,Chicago,IL,2020-02-25,52,Two year,Standard,Fiber optic,Bank transfer,No,67.86,3525.8,0,3525.8,Yes,Yes,No,No,No,No,Yes,3,1,223.5,6,52,No,,None,No,None,35–44,49+ Months,Medium,3–5,Medium,Active,814.32,0.0
TC-14049,Male,74,1,Single,No,New York,NY,2022-03-27,27,One year,Standard,DSL,Mailed check,No,60.39,1615.18,5,1534.42,Yes,No,No,No,No,No,Yes,4,1,327.4,5,15,No,,None,No,None,65+,25–48 Months,Medium,3–5,Medium,Active,724.68,0.0
TC-14050,Male,83,1,Married,No,Chicago,IL,2021-05-26,37,Month-to-month,Standard,DSL,Mailed check,Yes,74.48,2734.59,10,2461.13,Yes,No,Yes,Yes,No,No,No,6,0,228.0,1,11,Yes,2024-06-09,Service dissatisfaction,No,Email,65+,25–48 Months,Medium,6+,Low,Churned,893.76,893.76
TC-14051,Female,32,0,Single,No,Seattle,WA,2020-09-24,45,Month-to-month,Premium,DSL,Credit card,Yes,101.32,4563.54,10,4107.19,Yes,Yes,Yes,No,Yes,Yes,No,3,0,130.0,8,17,No,,None,No,None,25–34,25–48 Months,High,3–5,High,Active,1215.84,0.0
TC-14052,Female,45,0,Single,No,Seattle,WA,2024-01-26,5,Two year,Standard,DSL,Mailed check,No,77.15,385.75,0,385.75,No,No phone service,No,No,No,No,Yes,5,1,317.8,7,59,No,,None,No,None,45–54,0–6 Months,Medium,3–5,Medium,Active,925.8,0.0
TC-14053,Female,30,0,Single,No,Phoenix,AZ,2024-03-30,3,Two year,Basic,Fiber optic,Bank transfer,Yes,35.37,99.32,0,99.32,Yes,Yes,No,No,No,No,No,1,0,137.5,7,38,No,,None,No,None,25–34,0–6 Months,Low,1–2,Medium,Active,424.44,0.0
TC-14054,Female,31,0,Married,Yes,Austin,TX,2024-01-17,5,Month-to-month,Standard,DSL,Electronic check,Yes,67.89,337.88,10,304.09,Yes,No,Yes,Yes,No,No,No,2,2,139.7,6,54,Yes,2024-06-15,Poor tech support,No,In-Person Store,25–34,0–6 Months,Medium,1–2,Medium,Churned,814.68,814.68
TC-14055,Male,83,1,Single,No,New York,NY,2020-02-28,52,Month-to-month,Basic,DSL,Mailed check,No,41.82,2173.57,0,2173.57,Yes,No,Yes,No,No,No,No,1,0,101.2,5,14,No,,None,No,None,65+,49+ Months,Medium,1–2,Medium,Active,501.84,0.0
TC-14056,Female,51,0,Single,No,Atlanta,GA,2023-09-18,9,One year,Standard,DSL,Electronic check,Yes,53.98,490.59,10,441.53,Yes,No,Yes,No,Yes,No,Yes,5,1,383.4,5,25,Yes,2024-06-14,Poor tech support,No,Online Portal,45–54,7–12 Months,Medium,3–5,Medium,Churned,647.76,647.76
TC-14057,Male,42,0,Married,No,Phoenix,AZ,2024-03-25,3,One year,Premium,Fiber optic,Mailed check,No,104.24,331.01,0,331.01,Yes,Yes,No,No,No,Yes,No,2,3,108.3,3,22,No,,None,Yes,None,35–44,0–6 Months,High,1–2,Low,Active,1250.88,0.0
TC-14058,Female,71,1,Single,Yes,Seattle,WA,2018-06-12,72,One year,Premium,DSL,Credit card,Yes,108.64,7836.09,0,7836.09,Yes,No,Yes,Yes,No,No,No,3,1,203.1,7,9,No,,None,Yes,None,65+,49+ Months,High,3–5,Medium,Active,1303.68,0.0
TC-14059,Male,29,0,Single,No,New York,NY,2024-02-26,4,Month-to-month,Basic,DSL,Electronic check,Yes,39.54,170.07,0,170.07,Yes,Yes,No,No,Yes,No,No,2,0,138.4,9,31,No,,None,No,None,25–34,0–6 Months,Low,1–2,High,Active,474.48,0.0
TC-14060,Male,26,0,Married,Yes,Los Angeles,CA,2024-04-12,2,One year,Basic,Fiber optic,Credit card,Yes,42.05,77.14,0,77.14,Yes,Yes,Yes,No,Yes,No,Yes,0,1,57.7,10,39,No,,None,Yes,None,25–34,0–6 Months,Medium,0,High,Active,504.6,0.0
TC-14061,Male,48,0,Married,No,Dallas,TX,2020-11-22,43,Month-to-month,Standard,Fiber optic,Mailed check,Yes,74.64,3198.98,10,2879.08,Yes,Yes,No,No,No,Yes,No,0,0,273.5,4,24,No,,None,No,None,45–54,25–48 Months,Medium,0,Low,Active,895.68,0.0
TC-14062,Female,70,1,Single,No,Chicago,IL,2020-10-21,44,Month-to-month,Standard,DSL,Electronic check,Yes,73.82,3237.89,0,3237.89,Yes,No,Yes,No,Yes,Yes,No,0,3,582.6,2,35,Yes,2024-06-02,Service dissatisfaction,No,In-Person Store,65+,25–48 Months,Medium,0,Low,Churned,885.84,885.84
TC-14063,Male,60,0,Married,No,Atlanta,GA,2022-11-28,19,One year,Basic,DSL,Credit card,Yes,33.85,656.4,15,557.94,Yes,No,No,No,Yes,No,No,5,1,312.3,2,34,Yes,2024-06-20,Poor tech support,No,Email,55–64,13–24 Months,Low,3–5,Low,Churned,406.2,406.2
TC-14064,Female,55,0,Single,Yes,Chicago,IL,2023-11-28,7,Month-to-month,Standard,DSL,Electronic check,No,72.08,516.06,0,516.06,Yes,Yes,Yes,Yes,Yes,No,No,3,1,81.0,5,2,Yes,2024-06-25,Service dissatisfaction,No,Customer Service Call,55–64,7–12 Months,Medium,3–5,Medium,Churned,864.96,864.96
TC-14065,Male,59,0,Single,No,Miami,FL,2023-10-19,8,Two year,Basic,Fiber optic,Mailed check,Yes,40.27,296.53,15,252.05,No,No phone service,No,Yes,No,Yes,Yes,0,1,231.8,7,46,No,,None,No,None,55–64,7–12 Months,Medium,0,Medium,Active,483.24,0.0
TC-14066,Male,65,1,Single,Yes,Los Angeles,CA,2023-10-14,8,Two year,Standard,Fiber optic,Mailed check,Yes,65.15,536.2,0,536.2,Yes,No,Yes,No,No,No,Yes,3,1,89.3,2,59,No,,None,No,None,65+,7–12 Months,Medium,3–5,Low,Active,781.8,0.0
TC-14067,Male,84,1,Married,Yes,Phoenix,AZ,2020-06-19,48,One year,Premium,DSL,Credit card,Yes,86.75,4167.91,0,4167.91,Yes,No,Yes,Yes,Yes,No,Yes,3,1,197.2,6,7,No,,None,No,None,65+,25–48 Months,High,3–5,Medium,Active,1041.0,0.0
TC-14068,Female,83,1,Married,No,Seattle,WA,2024-05-14,1,Two year,Standard,DSL,Bank transfer,Yes,65.41,65.73,0,65.73,Yes,No,No,Yes,No,No,No,5,1,406.4,7,32,No,,None,No,None,65+,0–6 Months,Medium,3–5,Medium,Active,784.92,0.0
TC-14069,Female,33,0,Married,No,Austin,TX,2022-01-20,29,Month-to-month,Basic,DSL,Credit card,Yes,35.21,1037.65,0,1037.65,No,No phone service,Yes,No,No,No,No,3,0,115.5,2,15,Yes,2024-06-08,Service dissatisfaction,No,Customer Service Call,25–34,25–48 Months,Low,3–5,Low,Churned,422.52,422.52
TC-14070,Male,33,0,Single,Yes,New York,NY,2018-06-24,72,Month-to-month,Premium,DSL,Bank transfer,Yes,102.07,7353.21,5,6985.55,Yes,Yes,No,No,Yes,Yes,No,3,1,669.4,7,40,Yes,2024-05-23,Competitor offered higher speeds,Yes,Email,25–34,49+ Months,High,3–5,Medium,Churned,1224.84,1224.84
TC-14071,Female,48,0,Married,No,Austin,TX,2021-09-14,33,Month-to-month,Standard,DSL,Electronic check,Yes,68.35,2242.24,10,2018.02,Yes,No,No,Yes,Yes,No,No,2,1,298.0,6,55,No,,None,Yes,None,45–54,25–48 Months,Medium,1–2,Medium,Active,820.2,0.0
TC-14072,Female,75,1,Single,Yes,Chicago,IL,2023-02-16,16,Two year,Standard,Fiber optic,Bank transfer,No,57.9,915.05,10,823.54,Yes,No,No,Yes,No,No,No,0,0,98.8,3,6,No,,None,No,None,65+,13–24 Months,Medium,0,Low,Active,694.8,0.0
TC-14073,Female,45,0,Single,No,Denver,CO,2024-05-01,2,One year,Basic,DSL,Electronic check,Yes,51.61,106.55,20,85.24,No,No phone service,Yes,Yes,Yes,No,No,1,2,110.9,8,45,No,,None,No,None,45–54,0–6 Months,Medium,1–2,High,Active,619.32,0.0
TC-14074,Female,21,0,Single,Yes,Seattle,WA,2024-05-12,1,Month-to-month,Basic,Fiber optic,Electronic check,No,32.73,35.46,15,30.14,Yes,Yes,Yes,No,Yes,Yes,No,4,0,231.8,8,41,No,,None,Yes,None,Under 25,0–6 Months,Low,3–5,High,Active,392.76,0.0
TC-14075,Female,27,0,Married,No,Phoenix,AZ,2024-01-12,5,Month-to-month,Basic,DSL,Electronic check,Yes,23.73,118.65,0,118.65,Yes,No,No,No,No,No,No,2,1,235.1,7,8,No,,None,Yes,None,25–34,0–6 Months,Low,1–2,Medium,Active,284.76,0.0
TC-14076,Male,68,1,Single,Yes,Chicago,IL,2022-08-15,22,Two year,Standard,Fiber optic,Electronic check,Yes,64.06,1443.93,5,1371.73,Yes,Yes,Yes,No,No,No,Yes,4,0,205.3,7,16,No,,None,No,None,65+,13–24 Months,Medium,3–5,Medium,Active,768.72,0.0
TC-14077,Male,35,0,Married,No,Phoenix,AZ,2023-04-18,14,One year,Standard,DSL,Electronic check,Yes,53.72,770.9,0,770.9,Yes,No,No,No,Yes,No,Yes,0,2,291.0,6,27,No,,None,No,None,35–44,13–24 Months,Medium,0,Medium,Active,644.64,0.0
TC-14078,Female,64,0,Single,No,New York,NY,2022-08-28,22,One year,Standard,DSL,Mailed check,Yes,52.8,1148.2,0,1148.2,Yes,Yes,No,Yes,Yes,No,Yes,2,1,347.3,5,27,No,,None,Yes,None,55–64,13–24 Months,Medium,1–2,Medium,Active,633.6,0.0
TC-14079,Male,49,0,Married,No,Chicago,IL,2024-04-18,2,Month-to-month,Premium,DSL,Electronic check,Yes,96.64,194.21,10,174.79,No,No phone service,No,No,No,Yes,No,4,2,330.9,7,49,Yes,2024-06-17,Price too high,No,Customer Service Call,45–54,0–6 Months,High,3–5,Medium,Churned,1159.68,1159.68
TC-14080,Female,47,0,Single,No,Austin,TX,2020-12-26,42,Two year,Premium,DSL,Electronic check,No,99.52,4175.48,0,4175.48,Yes,No,No,No,Yes,No,No,1,0,211.8,2,8,No,,None,No,None,45–54,25–48 Months,High,1–2,Low,Active,1194.24,0.0
TC-14081,Male,53,0,Single,Yes,Phoenix,AZ,2022-03-28,27,Month-to-month,Standard,DSL,Electronic check,Yes,64.69,1750.61,5,1663.08,Yes,Yes,No,No,No,Yes,No,2,2,337.9,7,49,Yes,2024-06-15,Customer moved,No,Customer Service Call,45–54,25–48 Months,Medium,1–2,Medium,Churned,776.28,776.28
TC-14082,Female,26,0,Single,Yes,Chicago,IL,2022-06-13,24,One year,Standard,DSL,Credit card,No,57.68,1369.39,0,1369.39,Yes,Yes,No,Yes,Yes,No,No,4,0,299.1,3,3,Yes,2024-06-02,Service dissatisfaction,Yes,Online Portal,25–34,13–24 Months,Medium,3–5,Low,Churned,692.16,692.16
TC-14083,Female,53,0,Married,No,Miami,FL,2024-02-12,4,Month-to-month,Standard,Fiber optic,Mailed check,Yes,72.18,267.11,0,267.11,Yes,Yes,No,No,No,Yes,No,0,1,324.9,2,8,Yes,2024-06-11,Competitor offered higher speeds,Yes,Online Portal,45–54,0–6 Months,Medium,0,Low,Churned,866.16,866.16
TC-14084,Male,46,0,Single,No,Denver,CO,2022-12-13,18,Two year,Standard,DSL,Mailed check,No,55.33,975.7,0,975.7,No,No phone service,No,Yes,No,Yes,Yes,1,2,201.2,10,19,No,,None,Yes,None,45–54,13–24 Months,Medium,1–2,High,Active,663.96,0.0
TC-14085,Male,33,0,Married,No,Chicago,IL,2023-11-27,7,Month-to-month,Basic,Fiber optic,Mailed check,Yes,42.7,261.78,0,261.78,Yes,No,No,No,No,No,Yes,2,1,75.1,7,10,No,,None,No,None,25–34,7–12 Months,Medium,1–2,Medium,Active,512.4,0.0
TC-14086,Male,38,0,Single,Yes,Seattle,WA,2019-02-27,64,Month-to-month,Standard,DSL,Bank transfer,No,75.17,4799.88,0,4799.88,Yes,Yes,No,No,No,Yes,Yes,4,1,149.5,7,54,Yes,2024-05-31,Price too high,No,In-Person Store,35–44,49+ Months,Medium,3–5,Medium,Churned,902.04,902.04
TC-14087,Female,81,1,Married,Yes,Phoenix,AZ,2023-03-14,15,One year,Standard,Fiber optic,Electronic check,Yes,62.97,976.34,10,878.71,Yes,No,No,No,No,No,No,1,1,315.1,6,32,No,,None,Yes,None,65+,13–24 Months,Medium,1–2,Medium,Active,755.64,0.0
TC-14088,Female,83,1,Single,No,Miami,FL,2023-10-28,8,Month-to-month,Premium,Fiber optic,Bank transfer,Yes,108.04,857.38,0,857.38,Yes,No,No,No,No,Yes,No,2,1,231.3,4,40,No,,None,No,None,65+,7–12 Months,High,1–2,Low,Active,1296.48,0.0
TC-14089,Male,76,1,Single,No,Miami,FL,2018-06-23,72,Two year,Standard,Fiber optic,Credit card,Yes,78.36,5646.47,10,5081.82,Yes,No,No,No,Yes,No,No,3,0,566.5,1,54,No,,None,No,None,65+,49+ Months,Medium,3–5,Low,Active,940.32,0.0
TC-14090,Female,45,0,Married,No,Miami,FL,2024-01-13,5,One year,Standard,DSL,Bank transfer,Yes,74.29,355.05,0,355.05,Yes,No,Yes,No,Yes,Yes,No,5,0,131.6,4,31,No,,None,No,None,45–54,0–6 Months,Medium,3–5,Low,Active,891.48,0.0
TC-14091,Male,72,1,Single,Yes,Chicago,IL,2023-02-19,16,One year,Standard,DSL,Credit card,Yes,68.37,1081.83,0,1081.83,Yes,Yes,Yes,No,No,No,No,0,1,266.6,6,9,No,,None,Yes,None,65+,13–24 Months,Medium,0,Medium,Active,820.44,0.0
TC-14092,Female,48,0,Married,No,Los Angeles,CA,2024-02-17,4,Two year,Basic,DSL,Electronic check,No,50.64,187.57,10,168.81,Yes,No,Yes,No,No,No,No,1,1,164.2,6,30,No,,None,No,None,45–54,0–6 Months,Medium,1–2,Medium,Active,607.68,0.0
TC-14093,Male,50,0,Single,No,Austin,TX,2024-04-23,2,One year,Standard,Fiber optic,Credit card,Yes,75.6,141.84,0,141.84,Yes,No,No,No,Yes,No,No,2,1,104.2,4,20,Yes,2024-06-22,Price too high,No,Online Portal,45–54,0–6 Months,Medium,1–2,Low,Churned,907.2,907.2
TC-14094,Male,77,1,Married,No,Phoenix,AZ,2024-05-19,1,Two year,Standard,Fiber optic,Bank transfer,No,62.52,62.14,0,62.14,Yes,No,No,Yes,No,No,No,2,0,351.5,1,3,No,,None,No,None,65+,0–6 Months,Medium,1–2,Low,Active,750.24,0.0
TC-14095,Female,58,0,Single,No,Los Angeles,CA,2024-05-11,1,Two year,Basic,Fiber optic,Bank transfer,No,38.12,54.51,5,51.78,Yes,Yes,No,No,Yes,No,No,3,0,282.7,2,33,Yes,2024-06-10,Poor tech support,No,Online Portal,55–64,0–6 Months,Low,3–5,Low,Churned,457.44,457.44
TC-14096,Male,63,0,Single,No,Los Angeles,CA,2022-01-15,29,Two year,Standard,Fiber optic,Bank transfer,Yes,73.02,2137.99,5,2031.09,Yes,Yes,No,Yes,No,Yes,No,0,0,128.1,5,4,No,,None,No,None,55–64,25–48 Months,Medium,0,Medium,Active,876.24,0.0
TC-14097,Male,66,1,Married,Yes,Denver,CO,2023-07-14,11,Month-to-month,Basic,Fiber optic,Electronic check,No,33.66,380.21,0,380.21,Yes,Yes,Yes,Yes,No,No,No,1,0,69.4,2,34,No,,None,Yes,None,65+,7–12 Months,Low,1–2,Low,Active,403.92,0.0
TC-14098,Male,82,1,Single,Yes,Atlanta,GA,2019-05-13,61,Month-to-month,Standard,Fiber optic,Bank transfer,No,75.51,4617.14,15,3924.57,Yes,Yes,No,Yes,No,No,Yes,1,0,273.3,5,18,No,,None,No,None,65+,49+ Months,Medium,1–2,Medium,Active,906.12,0.0
TC-14099,Male,59,0,Married,Yes,Atlanta,GA,2022-07-17,23,Month-to-month,Basic,Fiber optic,Mailed check,Yes,39.02,891.71,10,802.54,Yes,No,Yes,No,Yes,Yes,No,2,4,177.7,10,11,Yes,2024-06-06,Poor tech support,No,Online Portal,55–64,13–24 Months,Low,1–2,High,Churned,468.24,468.24
TC-14100,Female,40,0,Married,No,Phoenix,AZ,2021-03-31,39,One year,Basic,DSL,Electronic check,Yes,20.07,813.88,0,813.88,Yes,Yes,Yes,No,No,No,No,3,0,173.6,6,30,No,,None,No,None,35–44,25–48 Months,Low,3–5,Medium,Active,240.84,0.0
TC-14101,Male,44,0,Married,No,Chicago,IL,2023-11-25,7,Month-to-month,Basic,DSL,Electronic check,Yes,39.12,262.42,0,262.42,Yes,Yes,No,No,No,Yes,No,1,1,227.5,2,19,No,,None,Yes,None,35–44,7–12 Months,Low,1–2,Low,Active,469.44,0.0
TC-14102,Female,49,0,Single,No,Seattle,WA,2024-01-22,5,Month-to-month,Standard,DSL,Mailed check,Yes,67.23,335.16,15,284.89,No,No phone service,No,Yes,No,No,No,3,1,296.9,5,23,Yes,2024-06-20,Customer moved,No,In-Person Store,45–54,0–6 Months,Medium,3–5,Medium,Churned,806.76,806.76
TC-14103,Male,20,0,Married,Yes,Austin,TX,2023-04-19,14,Month-to-month,Standard,DSL,Electronic check,Yes,61.4,853.58,15,725.54,Yes,No,No,No,Yes,Yes,No,3,0,265.2,2,58,No,,None,No,None,Under 25,13–24 Months,Medium,3–5,Low,Active,736.8,0.0
TC-14104,Male,77,1,Single,No,Los Angeles,CA,2020-12-26,42,Month-to-month,Basic,Fiber optic,Mailed check,Yes,39.8,1686.68,15,1433.68,Yes,No,No,No,No,No,Yes,1,1,199.9,9,1,No,,None,No,None,65+,25–48 Months,Low,1–2,High,Active,477.6,0.0
TC-14105,Female,34,0,Single,Yes,Los Angeles,CA,2023-03-13,15,Month-to-month,Basic,DSL,Electronic check,Yes,37.91,562.01,0,562.01,Yes,Yes,No,Yes,No,Yes,No,2,0,367.1,6,45,No,,None,No,None,25–34,13–24 Months,Low,1–2,Medium,Active,454.92,0.0
TC-14106,Female,49,0,Married,Yes,New York,NY,2022-11-11,19,Month-to-month,Premium,DSL,Credit card,No,100.58,1913.53,5,1817.85,Yes,No,No,No,No,No,No,2,0,331.9,7,9,No,,None,No,None,45–54,13–24 Months,High,1–2,Medium,Active,1206.96,0.0
TC-14107,Male,24,0,Single,Yes,Dallas,TX,2023-08-19,10,Month-to-month,Premium,DSL,Electronic check,Yes,79.6,810.06,0,810.06,Yes,No,Yes,No,Yes,No,No,2,1,197.8,5,2,No,,None,No,None,Under 25,7–12 Months,Medium,1–2,Medium,Active,955.2,0.0
TC-14108,Female,75,1,Single,Yes,Dallas,TX,2022-09-29,21,Month-to-month,Standard,Fiber optic,Electronic check,Yes,70.81,1471.05,0,1471.05,Yes,Yes,No,Yes,No,Yes,Yes,0,2,243.0,2,52,Yes,2024-06-20,Service dissatisfaction,Yes,Email,65+,13–24 Months,Medium,0,Low,Churned,849.72,849.72
TC-14109,Female,57,0,Married,No,Phoenix,AZ,2023-02-18,16,Month-to-month,Standard,DSL,Mailed check,Yes,82.07,1322.18,0,1322.18,Yes,No,No,No,Yes,No,No,3,3,155.6,4,35,Yes,2024-06-12,Price too high,No,In-Person Store,55–64,13–24 Months,High,3–5,Low,Churned,984.84,984.84
TC-14110,Female,65,1,Single,Yes,Los Angeles,CA,2023-04-21,14,Month-to-month,Standard,Fiber optic,Electronic check,Yes,63.75,897.65,15,763.0,Yes,No,Yes,Yes,No,No,Yes,1,1,131.5,8,48,No,,None,No,None,65+,13–24 Months,Medium,1–2,High,Active,765.0,0.0
TC-14111,Female,68,1,Single,Yes,Los Angeles,CA,2022-11-23,19,One year,Basic,Fiber optic,Bank transfer,Yes,40.33,754.07,10,678.66,Yes,No,Yes,No,Yes,No,No,0,1,112.8,3,38,No,,None,No,None,65+,13–24 Months,Medium,0,Low,Active,483.96,0.0
TC-14112,Male,74,1,Single,No,Seattle,WA,2023-05-31,13,One year,Premium,Fiber optic,Electronic check,Yes,101.6,1312.37,0,1312.37,No,No phone service,No,No,No,No,No,1,1,176.5,4,31,No,,None,Yes,None,65+,13–24 Months,High,1–2,Low,Active,1219.2,0.0
TC-14113,Male,54,0,Single,No,Austin,TX,2021-05-17,37,Two year,Standard,DSL,Bank transfer,No,70.33,2600.48,10,2340.43,Yes,Yes,Yes,Yes,No,No,No,2,1,277.1,8,17,No,,None,No,None,45–54,25–48 Months,Medium,1–2,High,Active,843.96,0.0
TC-14114,Female,72,1,Single,Yes,Austin,TX,2024-05-23,1,Month-to-month,Basic,DSL,Electronic check,Yes,39.88,43.09,5,40.94,Yes,No,No,No,Yes,No,No,3,2,245.1,6,54,No,,None,No,None,65+,0–6 Months,Low,3–5,Medium,Active,478.56,0.0
TC-14115,Male,58,0,Single,Yes,Austin,TX,2023-08-20,10,Month-to-month,Basic,Fiber optic,Credit card,No,40.39,425.48,0,425.48,No,No phone service,No,No,Yes,No,No,3,1,258.7,8,31,No,,None,No,None,55–64,7–12 Months,Medium,3–5,High,Active,484.68,0.0
TC-14116,Male,37,0,Single,Yes,Dallas,TX,2021-09-30,33,One year,Standard,Fiber optic,Bank transfer,Yes,67.85,2265.99,0,2265.99,Yes,Yes,Yes,No,No,No,Yes,2,3,478.3,6,13,No,,None,No,None,35–44,25–48 Months,Medium,1–2,Medium,Active,814.2,0.0
TC-14117,Male,50,0,Married,No,Austin,TX,2023-08-21,10,Two year,Basic,Fiber optic,Credit card,No,48.4,472.78,15,401.86,Yes,No,No,No,No,No,Yes,1,0,96.5,2,25,No,,None,No,None,45–54,7–12 Months,Medium,1–2,Low,Active,580.8,0.0
TC-14118,Male,57,0,Single,No,Los Angeles,CA,2023-03-23,15,One year,Standard,DSL,Electronic check,No,72.07,1119.35,5,1063.38,No,No phone service,Yes,No,No,No,No,1,0,173.6,2,21,No,,None,No,None,55–64,13–24 Months,Medium,1–2,Low,Active,864.84,0.0
TC-14119,Female,51,0,Married,No,Los Angeles,CA,2023-07-23,11,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,66.88,728.83,20,583.06,Yes,Yes,Yes,No,Yes,No,No,2,1,286.7,7,42,No,,None,No,None,45–54,7–12 Months,Medium,1–2,Medium,Active,802.56,0.0
TC-14120,Male,79,1,Single,Yes,Atlanta,GA,2023-08-23,10,Two year,Basic,DSL,Bank transfer,Yes,31.06,338.12,20,270.5,Yes,No,Yes,No,Yes,No,No,5,1,225.9,2,24,No,,None,No,None,65+,7–12 Months,Low,3–5,Low,Active,372.72,0.0
TC-14121,Female,36,0,Single,No,Chicago,IL,2022-11-15,19,One year,Standard,Fiber optic,Credit card,Yes,66.38,1282.78,10,1154.5,Yes,Yes,No,No,Yes,No,No,3,0,81.3,7,55,No,,None,No,None,35–44,13–24 Months,Medium,3–5,Medium,Active,796.56,0.0
TC-14122,Female,60,0,Single,No,Los Angeles,CA,2024-02-27,4,Two year,Premium,DSL,Mailed check,Yes,94.33,362.22,0,362.22,Yes,Yes,No,Yes,No,No,Yes,1,1,152.9,7,11,Yes,2024-06-26,Price too high,Yes,Email,55–64,0–6 Months,High,1–2,Medium,Churned,1131.96,1131.96
TC-14123,Male,80,1,Married,Yes,New York,NY,2023-05-25,13,Month-to-month,Basic,Fiber optic,Credit card,No,37.89,471.49,0,471.49,Yes,Yes,Yes,No,No,No,Yes,0,0,37.4,3,33,Yes,2024-06-18,Poor tech support,No,Customer Service Call,65+,13–24 Months,Low,0,Low,Churned,454.68,454.68
TC-14124,Female,27,0,Single,No,Chicago,IL,2021-09-26,33,Month-to-month,Basic,DSL,Electronic check,Yes,32.17,1063.42,0,1063.42,Yes,No,Yes,Yes,Yes,No,Yes,1,2,432.1,2,46,Yes,2024-06-12,Competitor offered higher speeds,Yes,Customer Service Call,25–34,25–48 Months,Low,1–2,Low,Churned,386.04,386.04
TC-14125,Female,30,0,Married,No,Austin,TX,2024-05-22,1,Month-to-month,Premium,Fiber optic,Mailed check,Yes,94.41,107.99,0,107.99,Yes,Yes,Yes,No,No,No,No,0,0,312.1,5,36,Yes,2024-06-21,Price too high,Yes,In-Person Store,25–34,0–6 Months,High,0,Medium,Churned,1132.92,1132.92
