customer_id,gender,age,senior_citizen,marital_status,dependents,city,state,signup_date,tenure_months,contract_type,subscription_plan,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,discount_percentage,lifetime_value,phone_service,multiple_lines,streaming_service,online_security,online_backup,tech_support,device_protection,support_tickets,complaints,avg_monthly_usage_gb,satisfaction_score,last_login_days_ago,churn,churn_date,churn_reason,competitor_offer,cancellation_channel
TC-16115,Female,28,0,Single,Yes,Phoenix,AZ,2024-05-22,1,Month-to-month,Basic,None,Mailed check,Yes,22.33,21.74,0,60.08,Yes,No,No,Yes,No,No,No,1,0,512.6,5.0,54,No,,,No,
TC-16116,Female,68,1,Single,Yes,Austin,TX,2018-06-20,72,Month-to-month,Standard,DSL,Electronic check,No,63.96,4612.43,5,4433.41,Yes,No,No,No,No,No,No,3,0,376.2,5.0,26,No,,,No,
TC-16117,MALE,72,1,Married,Yes,Denver,CO,2024-05-27,1,month-to-month,Premium,DSL,Electronic check,Yes,96.27,103.23,5,151.91,Yes,No,No,No,Yes,No,Yes,3,2,83.9,5.0,4,Yes,2024-06-26,Competitor offered higher speeds,Yes,Customer Service Call
TC-16118,Male,71,1,Single,No,Chicago,IL,2023-08-27,10,One year,Basic,None,Bank transfer,Yes,19.99,172.85,15,166.86,Yes,No,Yes,No,No,No,No,1,0,157.2,4.0,40,No,,,No,
TC-16119,Female,34,0,Married,Yes,Phoenix,AZ,2020-11-20,43,Month-to-month,Standard,DSL,Mailed check,Yes,70.53,3016.48,0,3048.67,Yes,No,No,No,No,No,No,1,1,291.3,7.0,9,No,,,No,
TC-16120,Male,79,1,Married,Yes,Atlanta,GA,2024-05-29,1,Month-to-month,Standard,DSL,Electronic check,Yes,67.2,68.4,10,109.29,Yes,No,No,Yes,Yes,No,No,1,0,280.3,6.0,36,Yes,2024-06-28,Poor tech support,No,Customer Service Call
TC-16121,Male,59,0,Married,Yes,Atlanta,GA,2021-06-16,36,Month-to-month,Premium,None,Mailed check,No,83.89,3028.18,0,3055.46,Yes,Yes,No,Yes,Yes,No,No,1,1,375.5,5.0,12,No,,,No,
TC-16122,Male,41,0,Single,No,Denver,CO,2023-05-14,13,Month-to-month,Basic,DSL,Mailed check,Yes,35.88,461.72,0,487.83,Yes,No,No,No,No,No,Yes,7,0,383.0,1.0,29,Yes,2024-06-07,Service dissatisfaction,No,Customer Service Call
TC-16123,MALE,34,0,Single,Yes,Denver,CO,2024-01-29,5,Month-to-month,Standard,None,Electronic check,Yes,61.79,316.59,20,297.24,Yes,No,Yes,No,No,No,Yes,3,0,109.1,4.0,33,No,,,No,
TC-16124,Female,65,1,Single,Yes,Miami,FL,2024-03-14,3,Month-to-month,Premium,Fiber optic,Electronic check,No,90.59,301.15,15,325.16,No,No phone service,Yes,No,Yes,No,No,0,2,354.6,6.0,11,Yes,2024-06-12,Price too high,No,In-Person Store
TC-16125,Female,24,0,Married,Yes,Chicago,IL,2020-11-18,43,Two year,Basic,Fiber optic,Credit card,Yes,44.68,1928.75,5,1885.23,Yes,Yes,No,No,No,Yes,No,1,0,157.9,2.0,30,No,,,No,
TC-16126,Female,31,0,Married,No,Miami,FL,2023-10-23,8,month-to-month,Basic,DSL,Electronic check,Yes,32.14,277.99,0,312.32,Yes,No,Yes,No,No,No,No,2,1,154.9,7.0,41,Yes,2024-06-19,Service dissatisfaction,No,Email
TC-16127,Male,28,0,Married,No,Los Angeles,CA,2023-03-30,15,Month-to-month,Premium,None,Credit card,No,81.28,1215.1,15,1086.32,Yes,Yes,Yes,No,No,No,No,1,0,396.2,7.0,42,No,,,No,
TC-16128,Male,29,0,Single,No,Denver,CO,2023-08-19,10,Month-to-month,Premium,None,Electronic check,No,86.83,877.61,0,915.66,Yes,No,Yes,No,No,Yes,No,1,0,431.4,6.0,46,No,,,Yes,
TC-16129,Male,22,0,Single,No,Los Angeles,CA,2020-06-15,48,Two year,Standard,DSL,Bank transfer,No,79.75,3843.34,5,3711.12,Yes,No,No,No,No,Yes,No,3,0,147.2,4.0,30,No,,,No,
TC-16130,Male,22,0,Single,No,Los Angeles,CA,2024-03-18,3,Month-to-month,Standard,Fiber optic,Electronic check,Yes,73.89,237.32,20,222.69,Yes,No,Yes,No,No,Yes,No,2,1,311.9,1.0,8,Yes,2024-06-16,Service dissatisfaction,No,In-Person Store
TC-16131,Female,37,0,Single,No,Dallas,TX,2018-06-28,72,Month-to-month,Premium,DSL,Bank transfer,Yes,87.09,6239.92,0,6276.88,Yes,No,Yes,No,No,No,Yes,2,1,349.0,2.0,8,No,,,Yes,
TC-16132,Female,71,1,Single,No,Miami,FL,2024-05-27,1,Month-to-month,Premium,Fiber optic,Electronic check,No,101.74,93.09,0,143.19,No,No phone service,Yes,Yes,No,No,No,5,1,189.5,6.0,47,Yes,2024-06-26,Price too high,No,Online Portal
TC-16133,Male,72,1,Married,Yes,Austin,TX,2024-01-15,5,Month-to-month,Standard,DSL,Electronic check,Yes,65.96,342.7,5,389.21,No,No phone service,Yes,No,No,Yes,No,4,0,286.8,3.0,17,Yes,2024-06-13,Service dissatisfaction,No,Email
TC-16134,Male,75,1,Single,No,Denver,CO,2023-03-15,15,Month-to-month,Standard,None,Credit card,No,66.99,983.0,5,1000.15,Yes,Yes,Yes,Yes,No,Yes,No,2,0,353.2,8.0,7,No,,,No,
TC-16135,Male,47,0,Married,No,New York,NY,2024-02-24,4, Month-to-month ,Standard,Fiber optic,Mailed check,Yes,71.55,273.89,0,336.66,Yes,Yes,No,No,Yes,No,No,0,0,251.5,2.0,37,No,,,No,
TC-16136,Male,41,0,Single,No,Denver,CO,2023-12-16,6,Month-to-month,Basic,None,Electronic check,Yes,29.76,187.23,0,279.07,Yes,Yes,No,No,No,No,No,0,0,280.3,6.0,54,No,,,No,
TC-16137,male,20,0,Single,No,Dallas,TX,2018-06-20,72,Month-to-month,Basic,Fiber optic,Credit card,No,35.64,2555.0,15,2228.2,Yes,Yes,Yes,Yes,No,Yes,No,1,0,116.3,3.0,52,No,,,Yes,
TC-16138,Female,65,1,Married,No,Seattle,WA,2022-08-11,22,Month-to-month,Standard,Fiber optic,Electronic check,No,65.33,1419.98,0,1477.17,Yes,No,No,No,No,No,No,3,1,177.7,6.0,6,No,,,No,
TC-16139,Female,39,0,Single,Yes,Seattle,WA,2024-05-13,1,Month-to-month,Basic,Fiber optic,Mailed check,Yes,39.75,60.32,5,104.77,Yes,Yes,Yes,No,Yes,No,No,0,0,48.8,5.0,52,No,,,No,
TC-16140,Female,31,0,Married,Yes,Atlanta,GA,2023-03-26,15,One year,Basic,None,Electronic check,No,21.24,311.14,10,314.58,Yes,No,No,No,No,No,No,2,1,140.4,5.0,31,No,,,No,
TC-16141,Male,65,1,Married,No,Seattle,WA,2022-10-14,20,One year,Standard,DSL,electronic check,Yes,71.64,1416.09,0,1465.37,Yes,No,No,No,Yes,No,Yes,1,2,62.9,9.0,11,Yes,2024-06-05,Competitor offered higher speeds,Yes,In-Person Store
TC-16142,Male,46,0,Married,No,New York,NY,2023-09-12,9,Month-to-month,Basic,Fiber optic,Bank transfer,No,37.76,323.33,0,373.15,No,No phone service,No,No,No,No,No,1,0,132.9,1.0,32,No,,,No,
TC-16143,Female,67,1,MARRIED,No,Atlanta,GA,2020-02-14,52, Month-to-month ,Basic,None,Credit card,Yes,24.86,1311.51,15,1161.04,Yes,Yes,Yes,No,Yes,No,No,1,0,316.4,4.0,24,No,,,No,
TC-16144,Female,27,0,Single,No,Dallas,TX,2021-03-25,39,Two year,Standard,Fiber optic,Electronic check,Yes,74.84,2923.67,0,2968.93,No,No phone service,Yes,Yes,No,No,Yes,2,0,153.7,7.0,24,No,,,No,
TC-16145,Male,44,0,Single,No,New York,NY,2023-06-24,12,Two year,Standard,DSL,Electronic check,No,70.16,861.7,0,940.0,Yes,No,Yes,Yes,No,No,Yes,1,0,752.6,3.0,38,Yes,2024-06-18,Service dissatisfaction,No,Email
TC-16146,Female,45,0,Married,No,Austin,TX,2021-09-28,33,Month-to-month,Basic,DSL,Bank transfer,No,38.66,1271.98,0,1299.68,Yes,No,Yes,Yes,No,No,No,2,0,118.6,3.0,50,Yes,2024-06-14,Service dissatisfaction,No,Customer Service Call
TC-16147,Female,26,0,Single,Yes,Miami,FL,2022-12-23,18,Month-to-month,Standard,None,Electronic check,Yes,51.45,927.47,15,826.31,No,No phone service,No,No,Yes,No,No,5,0,383.8,3.0,6,Yes,2024-06-15,Competitor offered higher speeds,Yes,Email
TC-16148,Female,43,0,Single,No,Seattle,WA,2021-02-16,40,One year,Standard,DSL,Mailed check,Yes,67.37,2681.27,5,2582.81,Yes,No,No,No,Yes,No,No,1,1,108.1,5.0,31,No,,,No,
TC-16149,Female ,25,0,Single,Yes,Phoenix,AZ,2023-02-20,16,Month-to-month,Basic,DSL,Credit card,Yes,43.54,710.45,0,781.56,No,No phone service,Yes,Yes,No,No,No,1,2,166.5,5.0,39,Yes,2024-06-14,Customer moved,Yes,In-Person Store
TC-16150,Female,19,0,Single,No,Austin,TX,2024-04-13,2,Month-to-month,Premium,DSL,Credit card,Yes,99.31,183.14,10,238.56,Yes,Yes,No,No,No,Yes,No,3,0,273.9,5.0,19,No,,,Yes,
TC-16151,Female,74,1,Married,No,Denver,CO,2023-10-29,8,one year,Basic,DSL,Mailed check,Yes,35.21,309.21,5,340.66,No,No phone service,Yes,Yes,No,No,Yes,2,3,123.0,9.0,22,No,,,No,
TC-16152,Male,69,1,Single,No,Miami,FL,2022-07-29,23,Two year,Standard,DSL,Mailed check,No,68.01,1547.48,0,1583.29,Yes,Yes,No,No,Yes,Yes,No,2,0,103.5,3.0,14,No,,,No,
TC-16153,Male,75,1,Single,No,Seattle,WA,2018-06-19,72,Month-to-month,Standard,None,Electronic check,Yes,59.15,4238.68,0,4285.27,No,No phone service,No,No,No,Yes,Yes,4,0,162.1,8.0,32,No,,,Yes,
TC-16154,Male,20,0,Single,No,Chicago,IL,2020-03-19,51,Two year,Basic,DSL,electronic check,Yes,38.4,1963.59,10,1849.8,Yes,No,No,Yes,No,No,No,2,0,379.3,6.0,45,No,,,No,
TC-16155,Male,25,0,Single,No,Dallas,TX,2020-11-19,43,One year,Basic,Fiber optic,Mailed check,No,27.15,1156.05,0,1168.99,Yes,Yes,No,No,No,No,No,2,0,396.6,3.0,33,No,,,No,
TC-16156,Female,76,1,Married,Yes,Austin,TX,2022-12-20,18,Month-to-month,Premium,None,Electronic check,Yes,89.53,1603.94,5,1574.58,Yes,Yes,No,No,No,No,No,2,1,175.8,8.0,30,Yes,2024-06-12,Competitor offered higher speeds,Yes,Email
TC-16157,Female,19,0,Married,Yes,Austin,TX,2024-02-24,4,Month-to-month,Standard, Fiber Optic,Credit card,Yes,68.77,290.83,15,292.19,Yes,No,Yes,No,No,No,No,1,2,452.2,1.0,38,No,,,No,
TC-16158,Male,79,1,Single,No,Dallas,TX,2024-05-21,1,Month-to-month,Standard,Fiber optic,Mailed check,No,73.97,96.4,15,116.57,Yes,No,No,Yes,Yes,Yes,No,2,1,375.3,7.0,9,Yes,2024-06-20,Poor tech support,No,Email
TC-16159,Female,66,1,Single,No,Seattle,WA,2023-08-20,10,Month-to-month,Standard,dsl,Bank transfer,Yes,67.96,680.85,15,637.82,Yes,No,No,No,No,No,No,1,0,262.4,2.0,18,Yes,2024-06-15,Poor tech support,No,Customer Service Call
TC-16160,Male,37,0,Single,No,Seattle,WA,2021-07-12,35,Month-to-month,Basic,Fiber optic,Credit card,No,42.4,1479.49,10,1379.36,Yes,No,Yes,No,No,Yes,No,5,4,171.3,2.0,43,Yes,2024-05-27,Service dissatisfaction,No,Email
TC-16161,Male,46,0,Single,Yes,Phoenix,AZ,2023-12-11,6,Month-to-month,Standard,None,Electronic check,Yes,57.86,342.13,5,356.56,Yes,No,Yes,Yes,No,No,Yes,2,1,214.9,5.0,22,No,,,No,
TC-16162,Male,34,0,Married,No,Denver,CO,2023-10-31,8,Month-to-month,Standard,None,Bank transfer,Yes,51.31,416.93,0,501.82,Yes,No,No,No,No,No,No,2,1,322.0,4.0,25,Yes,2024-06-27,Poor tech support,No,Customer Service Call
TC-16163,Male,39,0,Single,No,Denver,CO,2024-03-22,3,Month-to-month,Standard,DSL,Electronic check,Yes,63.34,155.12,20,153.32,Yes,Yes,Yes,No,No,No,No,1,0,278.3,2.0,11,Yes,2024-06-20,Service dissatisfaction,No,In-Person Store
TC-16164,Male,23,0,Single,No,New York,NY,2022-01-25,29,Month-to-month,Standard,DSL,Electronic check,No,64.28,1862.68,10,1727.29,Yes,No,Yes,Yes,Yes,No,No,1,0,238.1,5.0,19,No,,,No,
TC-16165,Female,79,1,Married,Yes,Denver,CO,2023-10-20,8,Month-to-month,Standard,Fiber optic,Electronic check,No,71.02,552.09,0,603.7,Yes,Yes,Yes,No,No,No,No,2,0,245.8,3.0,31,Yes,2024-06-16,Competitor offered higher speeds,Yes,Customer Service Call
TC-16166,Male,48,0,Married,Yes,Dallas,TX,2022-07-13,23,Month-to-month,Basic,DSL,Bank transfer,Yes,39.24,906.49,0,967.31,Yes,No,No,No,No,Yes,Yes,2,2,207.5,3.0,15,No,,,No,
TC-16167,MALE,79,1,Married,Yes,Phoenix,AZ,2023-01-16,17,Month-to-month,Standard,DSL,Electronic check,No,69.9,1185.12,0,1228.93,Yes,Yes,Yes,No,No,No,Yes,0,1,60.3,1.0,41,No,,,No,
TC-16168,Male,29,0,Married,No,Miami,FL,2018-06-13,72,One year,Standard,None,Bank transfer,No,57.13,4114.81,10,3739.62,Yes,No,Yes,No,No,No,No,1,1,395.6,9.0,1,No,,,No,
TC-16169,Male,29,0,Single,Yes,Dallas,TX,2018-08-27,70,Month-to-month,Standard,DSL,Credit card,No,68.38,4789.28,0,4861.61,Yes,No,Yes,No,Yes,Yes,No,1,2,559.4,3.0,24,Yes,2024-05-27,Poor tech support,No,Email
TC-16170,Male,80,1,Single,Yes,Los Angeles,CA,2023-06-17,12,Month-to-month,Standard,DSL,Credit card,No,67.73,818.95,10,772.5,Yes,Yes,No,Yes,No,No,No,0,1,186.9,4.0,48,Yes,2024-06-11,Lack of features,No,In-Person Store
TC-16171,Female,33,0,Married,No,Miami,FL,2021-04-30,38,Two year,Basic,None,Electronic check,Yes,20.88,781.47,0,791.89,Yes,Yes,No,No,No,No,Yes,2,0,141.9,5.0,55,No,,,No,
TC-16172,Male,42,0,Single,No,New York,NY,2023-06-24,12,Month-to-month,Standard,DSL,Mailed check,Yes,71.87,880.12,5,882.58,Yes,Yes,No,No,No,Yes,No,0,1,195.3,2.0,34,No,,,No,
TC-16173,Female,39,0,Single,Yes,Dallas,TX,2023-11-24,7,Month-to-month,Premium,None,Bank transfer,Yes,93.5,656.5,0,730.42,Yes,Yes,Yes,No,No,No,No,3,2,378.0,10.0,23,Yes,2024-06-21,Price too high,No,Customer Service Call
TC-16174,Female,35,0,Married,No,New York,NY,2024-05-20,1,Month-to-month,Standard,Fiber optic,Mailed check,Yes,67.49,70.41,0,127.11,Yes,No,Yes,Yes,No,No,No,0,0,187.5,1.0,9,No,,,Yes,
TC-16175,Female,62,0,Married,Yes,Atlanta,GA,2021-12-27,30,One year,Standard,None,Electronic check,No,57.23,1716.18,5,1663.5,Yes,Yes,No,No,Yes,No,No,1,1,66.4,2.0,19,Yes,2024-06-14,Poor tech support,No,Customer Service Call
TC-16176,Female,29,0,Single,No,Los Angeles,CA,2023-11-28,7, Month-to-month ,Premium,None,Bank transfer,No,91.6,632.6,0,692.26,Yes,No,No,No,No,No,Yes,0,1,50.6,6.0,16,No,,,No,
TC-16177,Male,66,1,Single,No,Seattle,WA,2023-03-29,15,Month-to-month,Basic,Fiber optic,Mailed check,Yes,36.62,558.0,5,576.76,Yes,Yes,Yes,No,No,No,No,0,2,235.6,8.0,32,No,,,No,
TC-16178,Male,50,0,Married,No,Phoenix,AZ,2024-02-29,4,Month-to-month,Standard,None,Electronic check,Yes,63.78,258.53,20,256.48,Yes,Yes,Yes,Yes,No,Yes,No,2,1,90.5,6.0,11,No,,,No,
TC-16179,Male,80,1,Single,No,Phoenix,AZ,2024-05-24,1,One year,Standard,Fiber optic,Bank transfer,Yes,65.34,96.26,15,112.23,Yes,No,Yes,No,No,No,No,4,0,171.9,4.0,51,No,,,No,
TC-16180,Female,35,0,Single,No,Seattle,WA,2021-09-11,33,Month-to-month,Standard,Fiber optic,Bank transfer,No,72.77,2390.28,10,2210.74,Yes,No,No,No,No,No,Yes,1,1,225.6,5.0,8,Yes,2024-05-28,Price too high,No,In-Person Store
TC-16181,Male,71,1,Married,No,New York,NY,2023-10-27,8, Month-to-month ,Basic,Fiber optic,Credit card,No,34.45,296.65,0,352.4,Yes,No,Yes,No,No,No,Yes,0,1,249.1,5.0,40,No,,,No,
TC-16182,Male,44,0,Single,No,Phoenix,AZ,2023-11-21,7,Month-to-month,Standard,DSL,Electronic check,Yes,72.63,508.16,0,541.35,Yes,No,Yes,No,No,Yes,Yes,2,3,363.5,6.0,54,Yes,2024-06-18,Poor tech support,No,Email
TC-16183,MALE,42,0,Single,No,Chicago,IL,2023-11-30,7,Month-to-month,Basic,None,Electronic check,Yes,21.72,150.95,20,191.78,No,No phone service,No,Yes,Yes,No,No,3,1,413.2,7.0,14,No,,,No,
TC-16184,Male,51,0,Married,No,Atlanta,GA,2024-04-21,2,Month-to-month,Premium,DSL,Credit card,Yes,88.47,163.83,0,216.78,Yes,Yes,No,Yes,No,No,Yes,3,0,43.7,8.0,18,No,,,Yes,
TC-16185,Female,77,1,Married,No,Miami,FL,2024-05-28,1,Month-to-month,Premium,DSL,Mailed check,Yes,106.97,112.64,0,187.23,No,No phone service,Yes,No,No,Yes,Yes,0,0,228.0,10.0,13,Yes,2024-06-27,Price too high,No,Online Portal
TC-16186,Female,71,1,Married,Yes,Atlanta,GA,2024-02-21,4,Month-to-month,Basic,Fiber optic,Credit card,No,41.03,161.43,10,174.74,Yes,Yes,No,No,No,No,No,1,1,118.5,4.0,59,No,,,No,
TC-16187,Male,22,0,Married,No,Dallas,TX,2021-04-17,38,One year,Standard,Fiber optic,Mailed check,Yes,67.31,2565.01,0,2635.87,Yes,Yes,No,Yes,No,Yes,No,1,0,494.1,1.0,20,No,,,No,
TC-16188,Male,53,0,Single,No,Miami,FL,2018-06-17,72,Month-to-month,Premium,Fiber optic,Mailed check,Yes,98.83,7101.92,15,6087.55,Yes,Yes,No,No,Yes,No,Yes,2,1,317.8,5.0,3,No,,,No,
TC-16189,Male,71,1,Married,No,Miami,FL,2023-01-30,17,Month-to-month,Basic,Fiber optic,Mailed check,Yes,39.04,666.88,0,720.75,Yes,Yes,Yes,No,No,Yes,Yes,3,1,429.0,4.0,20,No,,,No,
TC-16190,Female,53,0,Married,No,Los Angeles,CA,2021-03-22,39,Month-to-month,Basic,Fiber optic,Bank transfer,Yes,38.21,1490.52,0,1572.55,Yes,No,No,Yes,No,No,No,2,1,23.6,8.0,50,No,,,No,
TC-16191,Female,56,0,Single,No,New York,NY,2023-11-24,7,Two year,Standard,DSL,Bank transfer,No,68.05,469.66,5,499.82,Yes,Yes,Yes,Yes,No,No,No,1,0,212.6,4.0,37,No,,,Yes,
TC-16192,Female,21,0,Single,No,Dallas,TX,2022-03-15,27,Month-to-month,Standard,None,Mailed check,Yes,54.3,1467.72,5,1442.05,Yes,No,No,No,No,No,No,2,0,91.5,5.0,32,Yes,2024-06-02,Price too high,No,Email
TC-16193,male,82,1,Married,No,Austin,TX,2020-01-25,53,Month-to-month,Standard,Fiber optic,Electronic check,No,79.94,4236.73,5,4078.92,Yes,No,Yes,Yes,Yes,No,No,1,2,284.3,7.0,34,No,,,No,
TC-16194,Female,57,0,Married,No,Seattle,WA,2022-07-26,23,Month-to-month,Premium,DSL,Electronic check,No,88.6,2046.02,0,2112.17,Yes,No,Yes,No,Yes,No,No,0,2,561.2,,19,No,,,No,
TC-16195,Male,54,0,MARRIED,No,Phoenix,AZ,2022-02-12,28,Month-to-month,Premium,DSL,Electronic check,Yes,89.93,2531.19,10,2319.34,Yes,No,No,No,No,No,Yes,4,0,86.4,4.0,45,Yes,2024-06-01,Competitor offered higher speeds,Yes,Online Portal
TC-16196,Male,84,1,Single,No,Seattle,WA,2024-04-15,2,Two year,Premium,Fiber optic,Electronic check,No,102.24,212.0,0,239.72,Yes,No,No,No,No,No,No,1,2,171.7,,44,Yes,2024-06-14,Service dissatisfaction,Yes,Customer Service Call
TC-16197,Female,48,0, single ,No,Austin,TX,2023-08-23,10,Month-to-month,Basic,Fiber optic,Bank transfer,No,27.08,273.17,0,308.28,Yes,Yes,No,No,No,Yes,Yes,2,3,146.2,3.0,7,Yes,2024-06-18,Competitor offered higher speeds,Yes,Online Portal
TC-16198,Male,64,0,Married,Yes,Chicago,IL,2024-05-14,1,Month-to-month,Basic,None,Bank transfer,No,22.5,6.9,5,53.89,Yes,Yes,Yes,Yes,No,No,No,2,2,242.9,5.0,52,No,,,No,
TC-16199,Male,44,0,Single,No,Miami,FL,2024-02-15,4,one year,Premium,DSL,Mailed check,Yes,96.08,374.2,0,413.22,Yes,No,Yes,No,Yes,No,No,0,1,259.5,1.0,52,No,,,No,
TC-16200,Female,68,1,MARRIED,Yes,Chicago,IL,2023-10-12,8,Month-to-month,Standard,None,Mailed check,Yes,54.81,451.78,5,471.91,Yes,Yes,Yes,Yes,No,No,Yes,3,1,247.5,4.0,52,No,,,No,
TC-16201,Male,37,0,Married,No,Chicago,IL,2018-06-28,72,Two year,Standard,None,Electronic check,Yes,51.87,3741.02,0,3802.81,Yes,Yes,Yes,No,No,No,No,1,1,674.3,2.0,12,No,,,No,
TC-16202,male,30,0,Married,No,Atlanta,GA,2024-05-31,1,One year,Standard,Fiber optic,Credit card,Yes,69.26,63.43,10,115.5,Yes,No,No,Yes,Yes,No,No,2,1,173.5,4.0,42,No,,,No,
TC-16203,Female,80,1,Married,No,Seattle,WA,2023-04-19,14,Month-to-month,Premium,None,Bank transfer,No,81.1,1148.64,0,1168.98,Yes,Yes,No,Yes,No,No,Yes,1,1,674.1,7.0,45,No,,,No,
TC-16204,Male,61,0,Married,No,Austin,TX,2021-07-13,35,Month-to-month,Basic,None,Mailed check,Yes,19.99,689.91,0,743.77,Yes,Yes,No,Yes,No,No,No,2,0,377.5,3.0,22,No,,,No,
TC-16205,Female ,41,0,Single,Yes,New York,NY,2023-02-14,16,Two year,Premium,Fiber optic,Electronic check,Yes,98.67,1565.92,0,1644.38,Yes,No,No,No,Yes,No,No,1,2,362.4,6.0,55,No,,,No,
TC-16206,Male,20,0, single ,Yes,Denver,CO,2022-09-29,21,Month-to-month,Standard,DSL,Credit card,No,72.55,1538.59,5,1508.8,Yes,No,No,No,No,No,Yes,4,0,105.0,7.0,43,No,,,No,
TC-16207,Male,27,0, single ,No,Denver,CO,2019-01-23,65,Month-to-month,Standard,DSL,Electronic check,No,73.15,4774.95,0,4812.47,No,No phone service,No,No,No,No,No,4,1,361.5,4.0,25,No,,,No,
TC-16208,Male,82,1,Single,No,Seattle,WA,2022-05-27,25,Month-to-month,Standard,Fiber optic,Bank transfer,No,70.9,1765.04,10,1682.63,Yes,No,No,Yes,No,No,No,1,0,349.7,7.0,53,No,,,No,
TC-16209,Male,66,1,Single,No,Miami,FL,2021-08-30,34,Month-to-month,Standard,DSL,Mailed check,Yes,76.38,2607.82,5,2532.02,Yes,Yes,Yes,Yes,No,Yes,No,3,1,118.1,6.0,53,No,,,No,
TC-16210,Female,75,1,Single,No,Denver,CO,2024-05-22,1,Month-to-month,Standard,Fiber optic,Credit card,Yes,70.43,83.49,0,132.27,Yes,No,Yes,No,No,Yes,Yes,1,0,196.1,3.0,30,Yes,2024-06-21,Poor tech support,No,Online Portal
TC-16211,Male,19,0,Married,No,Denver,CO,2021-04-25,38,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,74.11,2818.26,0,2881.78,Yes,No,Yes,No,No,Yes,No,1,0,320.9,3.0,13,No,,,Yes,
TC-16212,Male,83,1,Married,No,Miami,FL,2023-05-13,13,Month-to-month,Standard,Fiber optic,Electronic check,Yes,68.68,889.91,10,840.92,Yes,No,No,Yes,No,No,No,3,0,171.5,5.0,46,No,,,Yes,
TC-16213,Male,48,0,MARRIED,Yes,Seattle,WA,2024-05-23,1,One year,Standard,Fiber optic,Electronic check,Yes,72.29,63.25,0,104.54,Yes,No,No,No,No,No,Yes,1,1,283.1,2.0,18,No,,,No,
TC-16214,Female,54,0,Single,No,Denver,CO,2020-09-29,45,Month-to-month,Basic,Fiber optic,Electronic check,No,49.8,2243.3,5,2179.92,Yes,No,Yes,No,Yes,Yes,Yes,1,0,101.6,6.0,53,No,,,No,
TC-16215,Female,41,0,Married,No,Austin,TX,2018-06-18,72,Month-to-month,Premium,DSL,Mailed check,Yes,100.89,7260.24,5,6970.14,Yes,No,Yes,Yes,No,No,No,1,1,227.2,1.0,45,Yes,2024-05-17,Poor tech support,No,Customer Service Call
TC-16216,Male,61,0,Married,No,Los Angeles,CA,2022-08-11,22,Month-to-month,Premium,Fiber optic,Bank transfer,No,105.99,2347.68,10,2190.45,Yes,No,Yes,No,No,No,Yes,1,3,43.2,4.0,4,Yes,2024-06-01,Price too high,No,Online Portal
TC-16217,Male,58,0,Single,No,Austin,TX,2020-03-01,52,Month-to-month,Basic,Fiber optic,Electronic check,Yes,40.05,2098.96,0,2144.42,Yes,No,Yes,No,No,No,No,2,1,612.0,1.0,45,No,,,No,
TC-16218,Male,68,1,Married,Yes,New York,NY,2024-01-28,5,Month-to-month,Premium,DSL,Electronic check,Yes,93.73,467.92,15,426.56,Yes,Yes,Yes,No,No,No,No,1,1,362.4,5.0,34,No,,,Yes,
TC-16219,Male,59,0,Married,No,Miami,FL,2022-08-19,22,Month-to-month,Standard,DSL,Mailed check,Yes,70.79,1565.31,0,1611.05,Yes,No,Yes,Yes,No,Yes,Yes,2,1,243.5,7.0,31,Yes,2024-06-09,Customer moved,Yes,Customer Service Call
TC-16220,Female,57,0,Married,Yes,Los Angeles,CA,2023-04-23,14,Month-to-month,Standard,DSL,Electronic check,Yes,72.67,1023.55,10,965.24,Yes,No,Yes,No,No,Yes,No,1,0,528.9,4.0,45,No,,,No,
TC-16221,Female,65,1,Married,No,Denver,CO,2024-05-20,1,Two year,Basic,Fiber optic,Credit card,Yes,44.25,67.72,5,100.16,No,No phone service,Yes,Yes,Yes,No,No,3,1,146.1,5.0,17,No,,,No,
TC-16222,Male,21,0,Married,No,Miami,FL,2022-07-29,23,Month-to-month,Standard,Fiber optic,Electronic check,Yes,66.59,1531.6,10,1441.41,Yes,No,Yes,Yes,Yes,Yes,No,2,0,389.9,4.0,14,Yes,2024-06-18,Service dissatisfaction,No,Online Portal
TC-16223,Male,77,1,Single,Yes,Chicago,IL,2022-10-31,20,Month-to-month,Standard,DSL,Bank transfer,No,88.83,1782.59,20,1506.03,Yes,No,No,Yes,Yes,No,No,1,1,48.0,2.0,12,Yes,2024-06-22,Service dissatisfaction,No,Email
TC-16224,Male,56,0,Single,Yes,Phoenix,AZ,2024-05-22,1,one year,Standard,Fiber optic,Electronic check,No,75.4,73.4,0,149.03,Yes,No,Yes,No,No,No,No,0,0,211.1,5.0,59,No,,,No,
TC-16225,Female,22,0,Married,No,Phoenix,AZ,2024-01-10,5,Month-to-month,Standard,Fiber optic,Mailed check,Yes,76.28,390.87,0,439.25,Yes,No,No,No,Yes,Yes,Yes,2,0,341.5,6.0,39,Yes,2024-06-08,Price too high,No,Online Portal
TC-16226,Male,23,0,Single,No,Austin,TX,2023-10-19,8,Month-to-month,Basic,,Mailed check,No,44.4,348.24,0,379.26,Yes,No,No,No,No,No,No,1,0,434.7,1.0,11,Yes,2024-06-15,Competitor offered higher speeds,Yes,Customer Service Call
